Identificacion,Tratamiento,Grupo,Grupo_Tratamiento,Identicacion Unica,Consumo Bal (gr) dia1,Consumo Bal (gr) dia2,Consumo Bal (gr) dia3,Consumo Bal (gr) dia4,Consumo Bal (gr) dia5,Consumo Bal (gr) dia6,Consumo Bal (gr) dia7,Consumo Bal (gr) dia8,Consumo Bal (gr) dia9,Consumo Bal (gr) dia10,Consumo Bal (gr) dia11,Consumo Bal (gr) dia12,Consumo Bal (gr) dia13,Consumo Bal (gr) dia14,Consumo Bal (gr) dia15,Consumo Bal (gr) dia16,Consumo Bal (gr) dia17,Consumo Bal (gr) dia18,Consumo Bal (gr) dia19,Consumo Bal (gr) dia20,Consumo Bal (gr) dia21,Consumo Bal (gr) dia22,Consumo Bal (gr) dia23,Consumo Bal (gr) dia24,Consumo Bal (gr) dia25,Consumo Bal (gr) dia26,Consumo Bal (gr) dia27,Consumo Bal (gr) dia28,Consumo Bal (gr) dia29,Consumo Bal (gr) dia30,Consumo Bal (gr) dia31,Consumo Bal (gr) dia32,Consumo Bal (gr) dia33,Consumo Bal (gr) dia34,Consumo Bal (gr) dia35,Consumo Bal (gr) dia36,Consumo Bal (gr) dia37,Consumo Bal (gr) dia38,Consumo Bal (gr) dia39,Consumo Bal (gr) dia40,Consumo Bal (gr) dia41,Consumo Bal (gr) dia42,Consumo Bal (gr) dia43,Consumo Bal (gr) dia44,Consumo Bal (gr) dia45,Consumo Bal (gr) dia46,Consumo EP (gr) dia 1,Consumo EP (gr) dia 2,Consumo EP (gr) dia 3,Consumo EP (gr) dia 4,Consumo EP (gr) dia 5,Consumo EP (gr) dia 6,Consumo EP (gr) dia 7,Consumo EP (gr) dia 8,Consumo EP (gr) dia 9,Consumo EP (gr) dia 10,Consumo EP (gr) dia 11,Consumo EP (gr) dia 12,Consumo EP (gr) dia 13,Consumo EP (gr) dia 14,Consumo EP (gr) dia 15,Consumo EP (gr) dia 16,Consumo EP (gr) dia 17,Consumo EP (gr) dia 18,Consumo EP (gr) dia 19,Consumo EP (gr) dia 20,Consumo EP (gr) dia 21,Consumo EP (gr) dia 22,Consumo EP (gr) dia 23,Consumo EP (gr) dia 24,Consumo EP (gr) dia 25,Consumo EP (gr) dia 26,Consumo EP (gr) dia 27,Consumo EP (gr) dia 28,Consumo EP (gr) dia 29,Consumo EP (gr) dia 30,Consumo EP (gr) dia 31,Consumo EP (gr) dia 32,Consumo EP (gr) dia 33,Consumo EP (gr) dia 34,Consumo EP (gr) dia 35,Consumo EP (gr) dia 36,Consumo EP (gr) dia 37,Consumo EP (gr) dia 38,Consumo EP (gr) dia 39,Consumo EP (gr) dia 40,Consumo EP (gr) dia 41,Consumo EP (gr) dia 42,Consumo EP (gr) dia 43,Consumo EP (gr) dia 44,Consumo EP (gr) dia 45,Consumo EP (gr) dia 46,Consumo Total (gr) dia1,Consumo Total (gr) dia2,Consumo Total (gr) dia3,Consumo Total (gr) dia4,Consumo Total (gr) dia5,Consumo Total (gr) dia6,Consumo Total (gr) dia7,Consumo Total (gr) dia8,Consumo Total (gr) dia9,Consumo Total (gr) dia10,Consumo Total (gr) dia11,Consumo Total (gr) dia12,Consumo Total (gr) dia13,Consumo Total (gr) dia14,Consumo Total (gr) dia15,Consumo Total (gr) dia16,Consumo Total (gr) dia17,Consumo Total (gr) dia18,Consumo Total (gr) dia19,Consumo Total (gr) dia20,Consumo Total (gr) dia21,Consumo Total (gr) dia22,Consumo Total (gr) dia23,Consumo Total (gr) dia24,Consumo Total (gr) dia25,Consumo Total (gr) dia26,Consumo Total (gr) dia27,Consumo Total (gr) dia28,Consumo Total (gr) dia29,Consumo Total (gr) dia30,Consumo Total (gr) dia31,Consumo Total (gr) dia32,Consumo Total (gr) dia33,Consumo Total (gr) dia34,Consumo Total (gr) dia35,Consumo Total (gr) dia36,Consumo Total (gr) dia37,Consumo Total (gr) dia38,Consumo Total (gr) dia39,Consumo Total (gr) dia40,Consumo Total (gr) dia41,Consumo Total (gr) dia42,Consumo Total (gr) dia43,Consumo Total (gr) dia44,Consumo Total (gr) dia45,Consumo Total (gr) dia46,Peso dia 1,Peso dia 8,Peso dia 15,Peso dia 22,Peso dia 29,Peso dia 36,Peso dia 43,Peso dia 46,Ganancia de Peso dia1-8,Ganancia de Peso dia9-15,Ganancia de Peso dia16-22,Ganancia de Peso dia23-29,Ganancia de Peso dia30-36,Ganancia de Peso dia37-43,Ganancia de Peso dia44-46,CA dia1-8,CA dia9-15,CA dia16-22,CA dia23-29,CA dia30-36,CA dia37-43,CA dia44-46,Ganancia de Peso Diaria dia1-8,Ganancia de Peso Diaria dia9-15,Ganancia de Peso Diaria dia16-22,Ganancia de Peso Diaria dia23-29,Ganancia de Peso Diaria dia30-36,Ganancia de Peso Diaria dia37-43,Ganancia de Peso Diaria dia44-46
14,T2,1,T21,14T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,36,201,493,890,1420,2080,2780,2940,165,292,397,530,660,700,160,1.245520833,1.378690068,1.632265428,1.732722877,1.755655303,1.945558036,3.981566406,23.57142857,41.71428571,56.71428571,75.71428571,94.28571429,100,53.33333333
15,T2,1,T21,15T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,35,192,464,905,1520,2220,2780,2960,157,272,441,615,700,560,180,1.308986863,1.480064338,1.469409014,1.493240854,1.655332143,2.431947545,3.539170139,22.42857143,38.85714286,63,87.85714286,100,80,60
16,T2,1,T21,16T21,13,17,20.9375,23,27,29.755,33.311875,37.1953125,41.19125,44.35125,50.319375,54.298125,57.574375,64.595625,66,71.734375,76.1225,82.383125,85.425625,92.446875,97.7125,103.154375,108.244375,114.095625,118.366875,124.335,128.723125,128.781875,140.48375,144.52125,137.909375,152.18625,157.803125,160.260625,166.404375,169.85625,172.31375,176,179.159375,182.96375,186.590625,189.80875,193.026875,194.60625,204.14375,199.930625,0,0,0,0,0,0.6075,1.375,2.32875,2.64,2.8425,3.225,3.48,3.69,4.14,4.23,4.5975,4.87875,5.28,5.475,5.925,6.2625,6.61125,6.9375,7.3125,7.58625,7.96875,8.25,8.25375,9.00375,9.2625,8.83875,9.75375,10.11375,10.27125,10.665,10.88625,11.04375,11.28,11.4825,11.72625,11.95875,12.165,12.37125,12.4725,13.08375,12.81375,13,17,20.9375,23,27,30.3625,34.686875,39.5240625,43.83125,47.19375,53.544375,57.778125,61.264375,68.735625,70.23,76.331875,81.00125,87.663125,90.900625,98.371875,103.975,109.765625,115.181875,121.408125,125.953125,132.30375,136.973125,137.035625,149.4875,153.78375,146.748125,161.94,167.916875,170.531875,177.069375,180.7425,183.3575,187.28,190.641875,194.69,198.549375,201.97375,205.398125,207.07875,217.2275,212.744375,39,187,406,820,1780,2520,2880,3040,148,219,414,960,740,360,160,1.388587416,1.838253425,1.565240036,0.956607422,1.56585473,3.783029514,3.981566406,21.14285714,31.28571429,59.14285714,137.1428571,105.7142857,51.42857143,53.33333333
17,T2,2,T22,17T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,49,199,448,886,1540,2220,2900,3140,150,249,438,654,680,680,240,1.500884167,1.726049197,1.65175371,1.570796063,1.90902114,2.121254596,2.644518229,21.42857143,35.57142857,62.57142857,93.42857143,97.14285714,97.14285714,80
18,T2,2,T22,18T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,42,204,463,991,1720,2440,2920,3180,162,259,528,729,720,480,260,1.389707562,1.659406371,1.370204782,1.409191529,1.80296441,3.005110677,2.44109375,23.14285714,37,75.42857143,104.1428571,102.8571429,68.57142857,86.66666667
19,T2,2,T22,19T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,36,218,473,987,1840,2760,3680,3920,182,255,514,853,920,920,240,1.236992445,1.685436275,1.407525535,1.204338365,1.411015625,1.567883832,2.644518229,26,36.42857143,73.42857143,121.8571429,131.4285714,131.4285714,80
20,T2,2,T22,20T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,44,180,425,855,1580,2260,3020,3240,136,245,430,725,680,760,220,1.655386949,1.754229592,1.682484012,1.416966379,1.90902114,1.897964638,2.884928977,19.42857143,35,61.42857143,103.5714286,97.14285714,108.5714286,73.33333333
21,T2,2,T22,21T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,35,228,533,864,1740,2660,3090,3380,193,305,331,876,920,430,290,1.166490285,1.409135246,2.185704305,1.172717608,1.411015625,3.354542151,2.18856681,27.57142857,43.57142857,47.28571429,125.1428571,131.4285714,61.42857143,96.66666667
22,T2,2,T22,22T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,33,187,454,925,1660,2220,2620,2884,154,267,471,735,560,400,264,1.461900162,1.60968633,1.536025743,1.397687925,2.318097098,3.606132813,2.404107481,22,38.14285714,67.28571429,105,80,57.14285714,88
23,T2,2,T22,23T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,37,204,506,1065,1880,2860,3680,3880,167,302,559,815,980,820,200,1.348099551,1.423133278,1.29421847,1.260491564,1.324626913,1.759089177,3.173421875,23.85714286,43.14285714,79.85714286,116.4285714,140,117.1428571,66.66666667
24,T2,2,T22,24T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,31,208,496,973,1660,2320,2780,2940,177,288,477,687,660,460,160,1.271935734,1.492313368,1.516704665,1.495342977,1.966870265,3.135767663,3.966777344,25.28571429,41.14285714,68.14285714,98.14285714,94.28571429,65.71428571,53.33333333
25,T2,2,T22,25T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,48,200,459,903,1460,2100,2680,2940,152,259,444,557,640,580,260,1.481135691,1.659406371,1.629432714,1.844345826,2.028334961,2.486988147,2.44109375,21.71428571,37,63.42857143,79.57142857,91.42857143,82.85714286,86.66666667
26,T2,2,T22,26T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,41,218,522,818,1500,2260,2840,3040,177,304,296,682,760,580,200,1.271935734,1.413770559,2.444149071,1.506305902,1.708071546,2.486988147,3.173421875,25.28571429,43.42857143,42.28571429,97.42857143,108.5714286,82.85714286,66.66666667
27,T2,2,T22,27T22,13.625,17.8125,23.0625,24.125,35.9375,29.755125,35.189375,39.171875,42.83,47.10125,52.89375,57.048125,62.60625,67.404375,74.01625,79.80875,85.48375,91.335,96.30875,103.095625,108.888125,114.973125,120.64875,126.675,131.7075,138.085,143.936875,149.260625,155.111875,160.14375,165.35125,169.915,176.116875,178.51625,184.77625,185.1275,187.585,193.201875,195.718125,198.2925,198.935625,189.164375,192.675625,194.664375,197.005625,204.786875,0,0,0,0,0,1.8225,2.17875,2.4525,2.745,3.01875,3.39,3.65625,4.0125,4.32,4.74375,5.115,5.47875,5.85375,6.1725,6.6075,6.97875,7.36875,7.7325,8.11875,8.44125,8.85,9.225,9.56625,9.94125,10.26375,10.5975,10.89,11.2875,11.44125,11.8425,11.865,12.0225,12.3825,12.54375,12.70875,12.75,12.12375,12.34875,12.47625,12.62625,13.125,13.625,17.8125,23.0625,24.125,35.9375,31.577625,37.368125,41.624375,45.575,50.12,56.28375,60.704375,66.61875,71.724375,78.76,84.92375,90.9625,97.18875,102.48125,109.703125,115.866875,122.341875,128.38125,134.79375,140.14875,146.935,153.161875,158.826875,165.053125,170.4075,175.94875,180.805,187.404375,189.9575,196.61875,196.9925,199.6075,205.584375,208.261875,211.00125,211.685625,201.288125,205.024375,207.140625,209.631875,217.911875,30,214,493,980,1560,2460,3320,3480,184,279,487,580,900,860,160,1.223546875,1.540452509,1.485560832,1.771207974,1.442371528,1.677271076,3.966777344,26.28571429,39.85714286,69.57142857,82.85714286,128.5714286,122.8571429,53.33333333
