Identificacion,Tratamiento,Grupo,Grupo_Tratamiento,Identicacion Unica,Consumo Bal (gr) dia1,Consumo Bal (gr) dia2,Consumo Bal (gr) dia3,Consumo Bal (gr) dia4,Consumo Bal (gr) dia5,Consumo Bal (gr) dia6,Consumo Bal (gr) dia7,Consumo Bal (gr) dia8,Consumo Bal (gr) dia9,Consumo Bal (gr) dia10,Consumo Bal (gr) dia11,Consumo Bal (gr) dia12,Consumo Bal (gr) dia13,Consumo Bal (gr) dia14,Consumo Bal (gr) dia15,Consumo Bal (gr) dia16,Consumo Bal (gr) dia17,Consumo Bal (gr) dia18,Consumo Bal (gr) dia19,Consumo Bal (gr) dia20,Consumo Bal (gr) dia21,Consumo Bal (gr) dia22,Consumo Bal (gr) dia23,Consumo Bal (gr) dia24,Consumo Bal (gr) dia25,Consumo Bal (gr) dia26,Consumo Bal (gr) dia27,Consumo Bal (gr) dia28,Consumo Bal (gr) dia29,Consumo Bal (gr) dia30,Consumo Bal (gr) dia31,Consumo Bal (gr) dia32,Consumo Bal (gr) dia33,Consumo Bal (gr) dia34,Consumo Bal (gr) dia35,Consumo Bal (gr) dia36,Consumo Bal (gr) dia37,Consumo Bal (gr) dia38,Consumo Bal (gr) dia39,Consumo Bal (gr) dia40,Consumo Bal (gr) dia41,Consumo Bal (gr) dia42,Consumo Bal (gr) dia43,Consumo Bal (gr) dia44,Consumo Bal (gr) dia45,Consumo Bal (gr) dia46,Consumo EP (gr) dia 1,Consumo EP (gr) dia 2,Consumo EP (gr) dia 3,Consumo EP (gr) dia 4,Consumo EP (gr) dia 5,Consumo EP (gr) dia 6,Consumo EP (gr) dia 7,Consumo EP (gr) dia 8,Consumo EP (gr) dia 9,Consumo EP (gr) dia 10,Consumo EP (gr) dia 11,Consumo EP (gr) dia 12,Consumo EP (gr) dia 13,Consumo EP (gr) dia 14,Consumo EP (gr) dia 15,Consumo EP (gr) dia 16,Consumo EP (gr) dia 17,Consumo EP (gr) dia 18,Consumo EP (gr) dia 19,Consumo EP (gr) dia 20,Consumo EP (gr) dia 21,Consumo EP (gr) dia 22,Consumo EP (gr) dia 23,Consumo EP (gr) dia 24,Consumo EP (gr) dia 25,Consumo EP (gr) dia 26,Consumo EP (gr) dia 27,Consumo EP (gr) dia 28,Consumo EP (gr) dia 29,Consumo EP (gr) dia 30,Consumo EP (gr) dia 31,Consumo EP (gr) dia 32,Consumo EP (gr) dia 33,Consumo EP (gr) dia 34,Consumo EP (gr) dia 35,Consumo EP (gr) dia 36,Consumo EP (gr) dia 37,Consumo EP (gr) dia 38,Consumo EP (gr) dia 39,Consumo EP (gr) dia 40,Consumo EP (gr) dia 41,Consumo EP (gr) dia 42,Consumo EP (gr) dia 43,Consumo EP (gr) dia 44,Consumo EP (gr) dia 45,Consumo EP (gr) dia 46,Consumo Total (gr) dia1,Consumo Total (gr) dia2,Consumo Total (gr) dia3,Consumo Total (gr) dia4,Consumo Total (gr) dia5,Consumo Total (gr) dia6,Consumo Total (gr) dia7,Consumo Total (gr) dia8,Consumo Total (gr) dia9,Consumo Total (gr) dia10,Consumo Total (gr) dia11,Consumo Total (gr) dia12,Consumo Total (gr) dia13,Consumo Total (gr) dia14,Consumo Total (gr) dia15,Consumo Total (gr) dia16,Consumo Total (gr) dia17,Consumo Total (gr) dia18,Consumo Total (gr) dia19,Consumo Total (gr) dia20,Consumo Total (gr) dia21,Consumo Total (gr) dia22,Consumo Total (gr) dia23,Consumo Total (gr) dia24,Consumo Total (gr) dia25,Consumo Total (gr) dia26,Consumo Total (gr) dia27,Consumo Total (gr) dia28,Consumo Total (gr) dia29,Consumo Total (gr) dia30,Consumo Total (gr) dia31,Consumo Total (gr) dia32,Consumo Total (gr) dia33,Consumo Total (gr) dia34,Consumo Total (gr) dia35,Consumo Total (gr) dia36,Consumo Total (gr) dia37,Consumo Total (gr) dia38,Consumo Total (gr) dia39,Consumo Total (gr) dia40,Consumo Total (gr) dia41,Consumo Total (gr) dia42,Consumo Total (gr) dia43,Consumo Total (gr) dia44,Consumo Total (gr) dia45,Consumo Total (gr) dia46,Peso dia 1,Peso dia 8,Peso dia 15,Peso dia 22,Peso dia 29,Peso dia 36,Peso dia 43,Peso dia 46,Ganancia de Peso dia1-8,Ganancia de Peso dia9-15,Ganancia de Peso dia16-22,Ganancia de Peso dia23-29,Ganancia de Peso dia30-36,Ganancia de Peso dia37-43,Ganancia de Peso dia44-46,CA dia1-8,CA dia9-15,CA dia16-22,CA dia23-29,CA dia30-36,CA dia37-43,CA dia44-46,Ganancia de Peso Diaria dia1-8,Ganancia de Peso Diaria dia9-15,Ganancia de Peso Diaria dia16-22,Ganancia de Peso Diaria dia23-29,Ganancia de Peso Diaria dia30-36,Ganancia de Peso Diaria dia37-43,Ganancia de Peso Diaria dia44-46
12,T1,1,T11,12T11,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,37,197,443,858,1540,2360,2980,3140,160,246,415,682,820,620,160,1.287109375,1.677337398,1.666716867,1.458852639,1.538033537,2.359375,4.219921875,22.85714286,35.14285714,59.28571429,97.42857143,117.1428571,88.57142857,53.33333333
13,T1,1,T11,13T11,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,32,191,470,924,1660,2720,3600,3960,159,279,454,736,1060,880,360,1.295204403,1.478942652,1.523540749,1.351817255,1.189799528,1.662286932,1.875520833,22.71428571,39.85714286,64.85714286,105.1428571,151.4285714,125.7142857,120
14,T1,1,T11,14T11,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,44,197,472,885,1460,2180,3000,3360,153,275,413,575,720,820,360,1.345996732,1.500454545,1.674788136,1.730326087,1.751649306,1.783917683,1.875520833,21.85714286,39.28571429,59,82.14285714,102.8571429,117.1428571,120
15,T1,1,T11,15T11,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,33,209,521,981,1800,2700,3580,3840,176,312,460,819,900,880,260,1.170099432,1.322516026,1.503668478,1.214819902,1.401319444,1.662286932,2.596875,25.14285714,44.57142857,65.71428571,117,128.5714286,125.7142857,86.66666667
16,T1,1,T11,16T11,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16.875,20.9375,23.0625,27,31.125,35.0625,38.875,44.25,48.125,54.1875,58.125,63.9375,69,75,81.25,87.4375,93.3125,97.8125,104.5625,111.75,115.5625,123.125,127.0625,138.0625,144.5625,147.125,154.6875,160.3125,168.75,169.875,174.5625,180.0625,187.5625,188.0625,192.3125,196.5625,205,204.375,207.4375,212.3125,215.25,221.875,221.75,225.0625,228.375,36,224,536,1039,1380,2840,3720,3960,188,312,503,341,1460,880,240,1.095412234,1.322516026,1.375124254,2.917705279,0.863827055,1.662286932,2.81328125,26.85714286,44.57142857,71.85714286,48.71428571,208.5714286,125.7142857,80
17,T1,2,T12,17T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,31,183,410,792,1400,2480,3220,3540,152,227,382,608,1080,740,320,1.326069079,1.787720264,1.803664921,1.609066612,1.150983796,2.002364865,2.102539063,21.71428571,32.42857143,54.57142857,86.85714286,154.2857143,105.7142857,106.6666667
18,T1,2,T12,18T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,31,218,560,1123,2040,2960,3640,3880,187,342,563,917,920,680,240,1.077874332,1.186586257,1.223801066,1.06686205,1.351154891,2.179044118,2.803385417,26.71428571,48.85714286,80.42857143,131,131.4285714,97.14285714,80
19,T1,2,T12,19T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,34,170,457,994,1160,2080,2780,3200,136,287,537,166,920,700,420,1.482077206,1.413980836,1.283054004,5.893448795,1.351154891,2.116785714,1.601934524,19.42857143,41,76.71428571,23.71428571,131.4285714,100,140
20,T1,2,T12,20T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,33,191,436,803,1200,1840,2400,2700,158,245,367,397,640,560,300,1.275712025,1.656377551,1.877384196,2.464263224,1.942285156,2.645982143,2.242708333,22.57142857,35,52.42857143,56.71428571,91.42857143,80,100
21,T1,2,T12,21T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,37,201,498,918,1400,2000,2960,3240,164,297,420,482,600,960,280,1.229039634,1.366372054,1.64047619,2.029693983,2.071770833,1.543489583,2.402901786,23.42857143,42.42857143,60,68.85714286,85.71428571,137.1428571,93.33333333
22,T1,2,T12,22T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,32,202,474,874,1280,1820,2340,2760,170,272,400,406,540,520,420,1.185661765,1.491957721,1.7225,2.4096367,2.301967593,2.849519231,1.601934524,24.28571429,38.85714286,57.14285714,58,77.14285714,74.28571429,140
23,T1,2,T12,23T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,36,210,426,920,1400,2100,2700,3266,174,216,494,480,700,600,566,1.158405172,1.878761574,1.394736842,2.038151042,1.775803571,2.469583333,1.188714664,24.85714286,30.85714286,70.57142857,68.57142857,100,85.71428571,188.6666667
24,T1,2,T12,24T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,38,173,370,687,1400,2400,3160,3400,135,197,317,713,1000,760,240,1.493055556,2.059961929,2.173501577,1.372107293,1.2430625,1.949671053,2.803385417,19.28571429,28.14285714,45.28571429,101.8571429,142.8571429,108.5714286,80
25,T1,2,T12,25T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,35,224,446,1007,1500,2300,3020,3280,189,222,561,493,800,720,260,1.066468254,1.827984234,1.228163993,1.984406694,1.553828125,2.057986111,2.587740385,27,31.71428571,80.14285714,70.42857143,114.2857143,102.8571429,86.66666667
26,T1,2,T12,26T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,41,250,631,1204,1460,1980,2520,2840,209,381,573,256,520,540,320,0.964413876,1.065124672,1.202443281,3.821533203,2.390504808,2.743981481,2.102539063,29.85714286,54.42857143,81.85714286,36.57142857,74.28571429,77.14285714,106.6666667
27,T1,2,T12,27T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,40,190,489,970,1300,1800,2780,3180,150,299,481,330,500,980,400,1.34375,1.357232441,1.432432432,2.964583333,2.486125,1.511989796,1.68203125,21.42857143,42.71428571,68.71428571,47.14285714,71.42857143,140,133.3333333
28,T1,2,T12,28T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,38,196,486,861,1420,2080,2720,2920,158,290,375,559,660,640,200,1.275712025,1.399353448,1.837333333,1.750111807,1.88342803,2.315234375,3.3640625,22.57142857,41.42857143,53.57142857,79.85714286,94.28571429,91.42857143,66.66666667
29,T1,2,T12,29T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,35,206,525,1053,1580,2260,3120,3480,171,319,528,527,680,860,360,1.17872807,1.272139498,1.304924242,1.856380455,1.828033088,1.722965116,1.868923611,24.42857143,45.57142857,75.42857143,75.28571429,97.14285714,122.8571429,120
30,T1,2,T12,30T12,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.125,16.8125,20.625,22.8125,26.3125,31,31.875,39,43.8125,47.6875,52.75,57.5625,63.375,68.75,71.875,78.875,87,93,97.75,105.3125,110.8125,116.25,122.75,125,133.6875,140.6875,146.875,151.375,157.9375,163,167.3125,172.6875,178.125,182,187.9375,192,200,200.5,209.625,213.8125,215.0625,217.5,225.25,220.6875,225.125,227,38,199,425,807,1580,2220,2960,3200,161,226,382,773,640,740,240,1.251940994,1.795630531,1.803664921,1.265604787,1.942285156,2.002364865,2.803385417,23,32.28571429,54.57142857,110.4285714,91.42857143,105.7142857,80
